Date,Adj Close,Close,High,Low,Open,Volume
4/20/2016,24.39539146,26.78249931,27.02249908,26.51499939,26.65999985,122444000
4/21/2016,24.13124466,26.49250031,26.73250008,26.37999916,26.73250008,126210000
4/22/2016,24.06520271,26.42000008,26.62000084,26.15500069,26.25250053,134732400
4/25/2016,23.9285717,26.27000046,26.41250038,26.12750053,26.25,112126400
4/26/2016,23.76233864,26.08749962,26.32500076,25.97750092,25.97750092,224064800
4/27/2016,22.27534294,24.45499992,24.67749977,23.92000008,24,458408400
4/28/2016,21.59446526,23.70750046,24.46999931,23.5625,24.40250015,328970800
4/29/2016,21.34625244,23.43499947,23.68000031,23.12750053,23.49749947,274126000
5/2/2016,21.32348633,23.40999985,23.52000046,23.10000038,23.49250031,192640400
5/3/2016,21.67416954,23.79500008,23.93499947,23.42000008,23.54999924,227325200
5/4/2016,21.44872284,23.54750061,23.97500038,23.45499992,23.79999924,164102000
5/5/2016,21.36166763,23.30999947,23.51749992,23.17000008,23.5,143562000
5/6/2016,21.24253273,23.18000031,23.36249924,22.96249962,23.34250069,174799600
5/9/2016,21.25856781,23.19750023,23.44249916,23.14749908,23.25,131745600
5/10/2016,21.40290642,23.35499954,23.39249992,23.02750015,23.33250046,134747200
5/11/2016,21.19442558,23.12750053,23.39249992,23.11499977,23.37000084,114876400
5/12/2016,20.69726563,22.58499908,23.19499969,22.36750031,23.18000031,305258800
5/13/2016,20.7385025,22.62999916,22.91749954,22.5,22.5,177571200
