Date,Adj Close,Close,High,Low,Open,Volume
1/2/2015,24.34716797,27.33250046,27.86000061,26.83749962,27.84749985,212818400
1/5/2015,23.66127586,26.5625,27.16250038,26.35250092,27.07250023,257142000
1/6/2015,23.66349602,26.56500053,26.85750008,26.15749931,26.63500023,263188400
1/7/2015,23.99530983,26.9375,27.04999924,26.67499924,26.79999924,160423600
1/8/2015,24.91726685,27.97249985,28.03750038,27.17499924,27.30750084,237458000
1/9/2015,24.94399261,28.00250053,28.3125,27.55249977,28.16749954,214798000
1/12/2015,24.32935333,27.3125,28.15749931,27.20000076,28.14999962,198603200
1/13/2015,24.54537773,27.55500031,28.20000076,27.22750092,27.85750008,268367600
1/14/2015,24.45183945,27.45000076,27.62249947,27.125,27.26000023,195826400
1/15/2015,23.78821945,26.70499992,27.51499939,26.66500092,27.5,240056000
1/16/2015,23.60336685,26.49749947,26.89500046,26.29999924,26.75749969,314053200
1/20/2015,24.21133041,27.18000031,27.24250031,26.625,26.95999908,199599600
1/21/2015,24.39616203,27.38750076,27.76499939,27.06749916,27.23749924,194303600
1/22/2015,25.03084183,28.10000038,28.11750031,27.43000031,27.56500053,215185600
1/23/2015,25.16000938,28.24500084,28.4375,27.88249969,28.07500076,185859200
1/26/2015,25.18672943,28.27499962,28.59000015,28.20000076,28.43499947,222460000
1/27/2015,24.30485535,27.28499985,28.12000084,27.25749969,28.10499954,382274800
1/28/2015,25.67888451,28.82749939,29.53000069,28.82749939,29.40749931,585908400
1/29/2015,26.47835732,29.72500038,29.79750061,28.88999939,29.07999992,337745600
1/30/2015,26.0908699,29.29000092,30,29.21249962,29.60000038,334982000
2/2/2015,26.41822433,29.65749931,29.79249954,29.02000046,29.51250076,250956400
2/3/2015,26.42268562,29.66250038,29.77249908,29.40250015,29.625,207662800
2/4/2015,26.62532616,29.88999939,30.12750053,29.57749939,29.625,280598800
2/5/2015,26.81537056,29.98500061,30.05750084,29.8125,30.00499916,168984800
2/6/2015,26.58956337,29.73250008,30.0625,29.61249924,30.00499916,174826400
2/9/2015,26.76618385,29.93000031,29.95999908,29.60750008,29.63750076,155559200
2/10/2015,27.28040695,30.50499916,30.53750038,30.04000092,30.04249954,248034000
2/11/2015,27.9198246,31.21999931,31.22999954,30.625,30.69249916,294247200
2/12/2015,28.27306557,31.61499977,31.87000084,31.39249992,31.51499939,297898000
2/13/2015,28.41168785,31.77000046,31.81999969,31.41250038,31.81999969,217088800
2/17/2015,28.57936668,31.95750046,32.22000122,31.72999954,31.87249947,252609600
2/18/2015,28.77834129,32.18000031,32.19499969,31.86249924,31.90749931,179566800
2/19/2015,28.71797943,32.11249924,32.25749969,32.08250046,32.11999893,149449600
2/20/2015,28.95273399,32.375,32.375,32.01250076,32.15499878,195793600
2/23/2015,29.73524094,33.25,33.25,32.41500092,32.50500107,283896400
2/24/2015,29.5496788,33.04249954,33.40000153,32.79249954,33.23500061,276912400
2/25/2015,28.79399681,32.19749832,32.90000153,32.03749847,32.88999939,298846800
2/26/2015,29.15842628,32.60499954,32.71749878,31.65250015,32.19749832,365150000
2/27/2015,28.72022438,32.11500168,32.64250183,32.06000137,32.5,248059200
3/2/2015,28.86106873,32.27249908,32.56999969,32.07500076,32.3125,192386800
3/3/2015,28.92142677,32.34000015,32.38000107,32.02249908,32.24000168,151265200
3/4/2015,28.73810196,32.13499832,32.38999939,32.08000183,32.27500153,126665200
3/5/2015,28.26189613,31.60250092,32.1875,31.44000053,32.14500046,226068400
3/6/2015,28.30436707,31.64999962,32.34249878,31.56500053,32.09999847,291368400
3/9/2015,28.42510414,31.78499985,32.39250183,31.26499939,31.98999977,354114000
3/10/2015,27.83710098,31.12750053,31.80500031,30.95000076,31.60250092,275426400
3/11/2015,27.32959175,30.55999947,31.19249916,30.52750015,31.1875,275756000
3/12/2015,27.82368851,31.11249924,31.22500038,30.40749931,30.57749939,193450800
3/13/2015,27.6314106,30.89749908,31.35000038,30.64500046,31.10000038,207309200
3/16/2015,27.93547821,31.23749924,31.23749924,30.71750069,30.96999931,143497200
3/17/2015,28.4027462,31.76000023,31.82999992,31.41250038,31.47500038,204092400
3/18/2015,28.72245026,32.11750031,32.29000092,31.59250069,31.75,261083600
3/19/2015,28.50558281,31.875,32.3125,31.85000038,32.1875,183238000
3/20/2015,28.14787292,31.47500038,32.09999847,31.29000092,32.0625,274780400
3/23/2015,28.44075394,31.80249977,31.96249962,31.62999916,31.78000069,150838800
3/24/2015,28.32449341,31.67250061,32.00999832,31.63999939,31.80750084,131369200
3/25/2015,27.58446693,30.84499931,31.70499992,30.84499931,31.63500023,206620800
3/26/2015,27.77674103,31.05999947,31.21999931,30.64999962,30.69000053,190291600
3/27/2015,27.55539703,30.8125,31.17499924,30.72750092,31.14249992,158184800
3/30/2015,28.25294685,31.59250069,31.60000038,31,31.01250076,188398800
3/31/2015,27.8192234,31.10750008,31.62249947,31.09000015,31.52249908,168362400
4/1/2015,27.77897072,31.0625,31.28000069,30.77499962,31.20499992,162485600
4/2/2015,28.0181942,31.32999992,31.38999939,31.04750061,31.25749969,128880400
4/6/2015,28.47204399,31.83749962,31.87750053,31.08250046,31.11750031,148776000
4/7/2015,28.17246056,31.50250053,32.02999878,31.49500084,31.90999985,140049200
4/8/2015,28.08079529,31.39999962,31.60000038,31.24250031,31.46249962,149316800
4/9/2015,28.29542542,31.63999939,31.64500046,31.16500092,31.46249962,129936000
4/10/2015,28.41615677,31.77499962,31.80249977,31.31500053,31.48749924,160752000
4/13/2015,28.36026001,31.71249962,32.14250183,31.65250015,32.09249878,145460400
4/14/2015,28.23729897,31.57500076,31.82250023,31.47750092,31.75,102098400
4/15/2015,28.34461594,31.69499969,31.78249931,31.50250053,31.60250092,115881600
4/16/2015,28.20822906,31.54249954,31.77499962,31.52750015,31.56999969,113476000
4/17/2015,27.89075661,31.1875,31.53499985,31.11499977,31.38750076,207828000
4/20/2015,28.52794647,31.89999962,32.02999878,31.29249954,31.39249992,188217200
4/21/2015,28.37368393,31.72750092,32.04999924,31.66749954,32.02500153,129740400
4/22/2015,28.75598526,32.15499878,32.21749878,31.57999992,31.74749947,150618000
4/23/2015,28.99074364,32.41749954,32.60499954,32.03499985,32.07500076,183083600
4/24/2015,29.12711906,32.56999969,32.65750122,32.30749893,32.62250137,178103600
4/27/2015,29.65698433,33.16249847,33.28250122,32.78749847,33.07749939,387816800
4/28/2015,29.18972206,32.63999939,33.63499832,32.39250183,33.61500168,475696000
4/29/2015,28.76046181,32.15999985,32.89749908,32.07500076,32.54000092,253544400
4/30/2015,27.98019409,31.28750038,32.15999985,31.14500046,32.15999985,332781600
5/1/2015,28.82976913,32.23749924,32.53250122,31.32500076,31.52499962,234050400
5/4/2015,28.77387428,32.17499924,32.64250183,32.06499863,32.375,203953200
5/5/2015,28.12551498,31.45000076,32.11249924,31.44499969,32.03749847,197085600
5/6/2015,27.94889641,31.25250053,31.6875,30.84000015,31.63999939,288564000
5/7/2015,28.12175941,31.31500053,31.52000046,31.00499916,31.19249916,175763600
5/8/2015,28.65159988,31.90500069,31.90500069,31.52750015,31.67000008,222201600
5/11/2015,28.3597374,31.57999992,31.88999939,31.40749931,31.84749985,168143200
5/12/2015,28.25871086,31.46750069,31.71999931,31.20499992,31.39999962,192640000
5/13/2015,28.29013824,31.50250053,31.79750061,31.46750069,31.53750038,138776800
5/14/2015,28.95019341,32.23749924,32.23749924,31.79000092,31.85250092,180814000
5/15/2015,28.90977859,32.19250107,32.37250137,32.05250168,32.26750183,152832000
5/18/2015,29.22857857,32.54750061,32.68000031,32.09000015,32.09500122,203531600
5/19/2015,29.20163918,32.51750183,32.72000122,32.40999985,32.67250061,178532800
5/20/2015,29.1993885,32.51499939,32.74499893,32.33499908,32.5,145819600
5/21/2015,29.49797821,32.84749985,32.90750122,32.45750046,32.51750183,158921600
5/22/2015,29.75617218,33.13499832,33.24250031,32.84999847,32.90000153,182384000
5/26/2015,29.10060883,32.40499878,33.22750092,32.27999878,33.15000153,282790400
5/27/2015,29.64391518,33.00999832,33.06499863,32.51250076,32.58499908,183332800
5/28/2015,29.58554649,32.94499969,32.98749924,32.77500153,32.96500015,122933200
5/29/2015,29.24878693,32.56999969,32.86249924,32.47499847,32.80749893,203538000
6/1/2015,29.30715561,32.63499832,32.84749985,32.51250076,32.56999969,128451200
6/2/2015,29.17694092,32.49000168,32.66500092,32.33000183,32.46500015,134670400
6/3/2015,29.21286774,32.52999878,32.73500061,32.47499847,32.66500092,123934000
6/4/2015,29.04223251,32.34000015,32.64500046,32.22750092,32.39500046,153800400
6/5/2015,28.8828373,32.16249847,32.42250061,32.09000015,32.375,142507200
6/8/2015,28.69199944,31.95000076,32.30250168,31.70750046,32.22499847,210699200
6/9/2015,28.60668945,31.85499954,32.02000046,31.40500069,31.67499924,224301600
6/10/2015,28.93448067,32.22000122,32.33499908,31.96249962,31.97999954,156349200
6/11/2015,28.8693676,32.14749908,32.54499817,32.11999893,32.29499817,141563600
6/12/2015,28.55056953,31.79249954,32.08250046,31.77750015,32.04750061,147544800
6/15/2015,28.4944458,31.72999954,31.80999947,31.42749977,31.52499962,175955600
6/16/2015,28.64710999,31.89999962,31.96249962,31.59250069,31.75749969,125976400
6/17/2015,28.57975197,31.82500076,31.96999931,31.68499947,31.93000031,131672400
6/18/2015,28.70996666,31.96999931,32.07749939,31.80500031,31.80750084,141628800
6/19/2015,28.42259789,31.64999962,31.95499992,31.60000038,31.92749977,218867600
6/22/2015,28.64935112,31.90250015,32.01499939,31.77000046,31.87249947,136157200
6/23/2015,28.51913071,31.75749969,31.90250015,31.71999931,31.87000084,121075600
6/24/2015,28.76160812,32.02750015,32.45000076,31.78000069,31.80249977,221123600
6/25/2015,28.62465286,31.875,32.29999924,31.875,32.21500015,127752400
6/26/2015,28.45627403,31.6875,31.99749947,31.62750053,31.91749954,176267200
6/29/2015,27.95787048,31.13249969,31.61750031,31.12000084,31.36499977,196645600
6/30/2015,28.15992355,31.35750008,31.53000069,31.21500015,31.39249992,177482800
7/1/2015,28.42259789,31.64999962,31.73500061,31.49749947,31.72500038,120955200
7/2/2015,28.3866806,31.61000061,31.67250061,31.44249916,31.60750008,108844000
7/6/2015,28.28789711,31.5,31.55750084,31.21249962,31.23500061,112241600
7/7/2015,28.21829796,31.42250061,31.53750038,30.94249916,31.47249985,187787200
7/8/2015,27.51783943,30.64249992,31.15999985,30.63500023,31.12000084,243046400
7/9/2015,26.95657349,30.01749992,31.01499939,29.80500031,30.96249962,314380000
7/10/2015,27.67722702,30.81999969,30.96249962,30.30249977,30.48500061,245418000
7/13/2015,28.2115612,31.41500092,31.44000053,31.07999992,31.25749969,165762000
7/14/2015,28.20033836,31.40250015,31.59250069,31.26000023,31.51000023,127072400
7/15/2015,28.47198868,31.70499992,31.78750038,31.39500046,31.43000031,134596800
7/16/2015,28.8514061,32.12749863,32.14250183,31.83749962,31.93499947,144889600
7/17/2015,29.10060883,32.40499878,32.40499878,32.07749939,32.27000046,184658800
7/20/2015,29.65065575,33.01750183,33.24250031,32.67499924,32.74250031,235600800
7/21/2015,29.35429955,32.6875,33.22999954,32.58000183,33.21250153,307025600
7/22/2015,28.1127758,31.30500031,31.375,30.49749947,30.49749947,461802400
7/23/2015,28.09930992,31.29000092,31.77249908,31.26499939,31.54999924,203998000
7/24/2015,27.95113564,31.125,31.43499947,30.97500038,31.32999992,168649200
7/27/2015,27.56273079,30.69249916,30.90250015,30.53000069,30.77249908,177822000
7/28/2015,27.69968796,30.84499931,30.97750092,30.63750076,30.84499931,134472400
7/29/2015,27.61212921,30.74749947,30.875,30.56749916,30.78750038,148046800
7/30/2015,27.47293282,30.59250069,30.64249992,30.42749977,30.57999992,134513200
7/31/2015,27.23271179,30.32500076,30.65999985,30.22750092,30.64999962,171540000
8/3/2015,26.59062004,29.61000061,30.64249992,29.37999916,30.375,279904000
8/4/2015,25.73749542,28.65999985,29.42499924,28.3125,29.35499954,496554400
8/5/2015,25.90812302,28.85000038,29.36000061,28.02499962,28.23749924,397250400
8/6/2015,25.96450043,28.78249931,29.125,28.53000069,28.99250031,211612000
8/7/2015,26.05245018,28.87999916,29.0625,28.625,28.64500046,154681600
8/10/2015,26.99965096,29.93000031,29.99749947,29.13249969,29.13249969,219806400
8/11/2015,25.59464264,28.37249947,29.54500008,28.33250046,29.45249939,388331200
8/12/2015,25.98930359,28.80999947,28.85499954,27.40749931,28.13249969,404870000
8/13/2015,25.96901512,28.78750038,29.10000038,28.63500023,29.01000023,194143200
8/14/2015,26.15167999,28.98999977,29.07749939,28.50250053,28.57999992,171718000
8/17/2015,26.4223156,29.29000092,29.41250038,28.875,29.01000023,163538800
8/18/2015,26.27346992,29.125,29.36000061,29.00250053,29.10750008,138242800
8/19/2015,25.93744087,28.75250053,29.12999916,28.67000008,29.02499962,193146000
8/20/2015,25.40520287,28.16250038,28.58749962,27.90749931,28.52000046,274006400
8/21/2015,23.85135078,26.44000053,27.97500038,26.41250038,27.60750008,513102000
8/24/2015,23.25596809,25.78000069,27.20000076,23,23.71750069,648825200
8/25/2015,23.39578629,25.93499947,27.77750015,25.875,27.77750015,414406400
8/26/2015,24.73765182,27.42250061,27.47249985,26.26250076,26.77249908,387098400
8/27/2015,25.46609497,28.22999954,28.30999947,27.50499916,28.05750084,338464400
8/28/2015,25.54953957,28.32250023,28.32749939,27.88500023,28.04249954,212657600
8/31/2015,25.43001175,28.19000053,28.63249969,28,28.00749969,224917200
9/1/2015,24.29337692,26.93000031,27.96999931,26.84000015,27.53750038,307383600
9/2/2015,25.33529282,28.08499908,28.08499908,27.28249931,27.55750084,247555200
9/3/2015,24.89101028,27.59250069,28.19499969,27.51000023,28.12249947,212935600
9/4/2015,24.6429348,27.31749916,27.61249924,27.12750053,27.24250031,199985200
9/8/2015,25.32852554,28.07749939,28.13999939,27.57999992,27.9375,219374400
9/9/2015,24.84139633,27.53750038,28.50499916,27.44249916,28.44000053,340043200
9/10/2015,25.38716316,28.14249992,28.31999969,27.47500038,27.56749916,251571200
9/11/2015,25.75701904,28.55249977,28.55249977,27.94000053,27.94750023,199662000
9/14/2015,26.00509071,28.82749939,29.22249985,28.71500015,29.14500046,233453600
9/15/2015,26.22385406,29.06999969,29.13249969,28.60499954,28.98250008,173364800
9/16/2015,26.25316811,29.10250092,29.13500023,28.86000061,29.0625,148694000
9/17/2015,25.69161797,28.47999954,29.12249947,28.43000031,28.91500092,256450400
9/18/2015,25.58562088,28.36249924,28.57500076,27.96750069,28.05249977,297141200
9/21/2015,25.98254204,28.80249977,28.84250069,28.41500092,28.41749954,200888000
9/22/2015,25.57434273,28.35000038,28.54500008,28.12999916,28.34499931,201384800
9/23/2015,25.78182602,28.57999992,28.68000031,28.32500076,28.40749931,143026800
9/24/2015,25.93518066,28.75,28.875,28.09250069,28.3125,200878000
9/25/2015,25.86977196,28.67749977,29.17250061,28.50499916,29.11000061,224607600
9/28/2015,25.3578434,28.11000061,28.64249992,28.11000061,28.46249962,208436000
9/29/2015,24.59557152,27.26499939,28.37750053,26.96500015,28.20750046,293461600
9/30/2015,24.87522125,27.57500076,27.88500023,27.18250084,27.54249954,265892000
10/1/2015,24.71284485,27.39500046,27.40500069,26.82749939,27.26749992,255716400
10/2/2015,24.89325905,27.59499931,27.75250053,26.88750076,27.00250053,232079200
10/5/2015,24.98346901,27.69499969,27.84250069,27.26749992,27.46999931,208258800
10/6/2015,25.10300064,27.82749939,27.93499947,27.44249916,27.65749931,192787200
10/7/2015,24.98346901,27.69499969,27.94249916,27.35250092,27.93499947,187062400
10/8/2015,24.69480324,27.375,27.54750061,27.05249977,27.54750061,247918400
10/9/2015,25.28568077,28.03000069,28.06999969,27.37249947,27.5,211064400
10/12/2015,25.16840172,27.89999962,28.1875,27.86000061,28.18250084,121868800
10/13/2015,25.21125221,27.94750023,28.11249924,27.67000008,27.70499992,132197200
10/14/2015,24.85492516,27.55249977,27.87999916,27.38999939,27.82250023,177849600
10/15/2015,25.22704124,27.96500015,28.02499962,27.62249947,27.73250008,150694000
10/16/2015,25.04211235,27.76000023,28,27.63249969,27.94499969,156930400
10/19/2015,25.19771767,27.93250084,27.9375,27.52750015,27.70000076,119036800
10/20/2015,25.65778542,28.44249916,28.54249954,27.70499992,27.83499908,195871200
10/21/2015,25.65553093,28.44000053,28.89500046,28.42499924,28.5,167180800
10/22/2015,26.04794502,28.875,28.875,28.52499962,28.58250046,166616400
10/23/2015,26.85532188,29.77000046,29.80750084,29.08250046,29.17499924,237467600
10/26/2015,25.99832726,28.81999969,29.53249931,28.72999954,29.52000046,265335200
10/27/2015,25.83369637,28.63750076,29.13500023,28.49749947,28.85000038,279537600
10/28/2015,26.89817047,29.81749916,29.82500076,29.01499939,29.23250008,342205600
10/29/2015,27.18232536,30.13249969,30.17250061,29.56749916,29.67499924,204909200
10/30/2015,26.950037,29.875,30.30500031,29.86249924,30.24749947,197461200
11/2/2015,27.32891655,30.29500008,30.34000015,29.90250015,30.20000076,128813200
11/3/2015,27.64239693,30.64249992,30.87249947,30.17499924,30.19750023,182076000
11/4/2015,27.51384735,30.5,30.95499992,30.40500069,30.78249931,179544400
11/5/2015,27.38700867,30.22999954,30.67250061,30.04500008,30.46249962,158210800
11/6/2015,27.41872025,30.26499939,30.45249939,30.15500069,30.27750015,132169200
11/9/2015,27.30773926,30.14249992,30.45249939,30.01250076,30.23999977,135485600
11/10/2015,26.44708061,29.19249916,29.51749992,29.01499939,29.22500038,236511600
11/11/2015,26.29760361,29.02750015,29.35499954,28.80249977,29.09250069,180872000
11/12/2015,26.20927048,28.93000031,29.20499992,28.91250038,29.06500053,130102400
11/13/2015,25.44373894,28.08499908,28.89249992,28.06749916,28.79999924,183249600
11/16/2015,25.86047363,28.54500008,28.55999947,27.75,27.84499931,152426800
11/17/2015,25.74949837,28.42250061,28.76250076,28.32999992,28.72999954,110467600
11/18/2015,26.56485939,29.32250023,29.37249947,28.875,28.94000053,186698800
11/19/2015,26.90232849,29.69499969,29.9375,29.19000053,29.40999985,173183200
11/20/2015,27.02009964,29.82500076,29.97999954,29.71249962,29.79999924,137148400
11/23/2015,26.66904259,29.4375,29.93250084,29.33499908,29.81749916,129930000
11/24/2015,26.9249649,29.71999931,29.83749962,29.28000069,29.33250046,171212800
11/25/2015,26.73245811,29.50749969,29.80750084,29.47999954,29.80249977,85553200
11/27/2015,26.68263245,29.45249939,29.60250092,29.39999962,29.57250023,52185600
11/30/2015,26.79361153,29.57500076,29.85250092,29.4375,29.49749947,156721200
12/1/2015,26.57618141,29.33499908,29.70249939,29.21500015,29.6875,139409600
12/2/2015,26.33610535,29.06999969,29.52750015,29.02000046,29.33499908,133546400
12/3/2015,26.09150124,28.79999924,29.19750023,28.55500031,29.13750076,166278000
12/4/2015,26.95894814,29.75749969,29.8125,28.77750015,28.82250023,231108000
12/7/2015,26.78907394,29.56999969,29.96500015,29.45249939,29.74500084,128336800
12/8/2015,26.77775574,29.55750084,29.64999962,29.21500015,29.37999916,137238000
12/9/2015,26.1866188,28.90500069,29.42250061,28.77000046,29.40999985,185445600
12/10/2015,26.31118965,29.04249954,29.23500061,28.87750053,29.01000023,116850800
12/11/2015,25.63398743,28.29500008,28.84749985,28.21249962,28.79750061,187544800
12/14/2015,25.47544861,28.12000084,28.17000008,27.44750023,28.04500008,257274800
12/15/2015,25.0247345,27.62249947,28.20000076,27.58749962,27.98500061,213292400
12/16/2015,25.21724892,27.83499908,27.99749947,27.20000076,27.76749992,224954000
12/17/2015,24.68273544,27.24500084,28.0625,27.24500084,28.00499916,179091200
12/18/2015,24.01459312,26.50749969,27.37999916,26.45249939,27.22750092,385813200
12/21/2015,24.30902863,26.83250046,26.84250069,26.39249992,26.81999969,190362400
12/22/2015,24.28638077,26.80750084,26.93000031,26.61249924,26.85000038,131157600
12/23/2015,24.59893608,27.15250015,27.21249962,26.79999924,26.81749916,130629600
12/24/2015,24.46757317,27.00749969,27.25,26.98749924,27.25,54281600
12/28/2015,24.19352722,26.70499992,26.92250061,26.54500008,26.89749908,106816800
12/29/2015,24.62837982,27.18499947,27.35750008,26.71500015,26.73999977,123724800
12/30/2015,24.3067646,26.82999992,27.17499924,26.79500008,27.14500046,100855200
12/31/2015,23.84019661,26.31500053,26.75749969,26.20499992,26.75250053,163649200
1/4/2016,23.86058235,26.33749962,26.34250069,25.5,25.65250015,270597600
1/5/2016,23.26265526,25.67749977,26.46249962,25.60250092,26.4375,223164000
1/6/2016,22.80740929,25.17499924,25.59250069,24.96750069,25.13999939,273829600
1/7/2016,21.84482574,24.11249924,25.03249931,24.10750008,24.67000008,324377600
1/8/2016,21.96034241,24.23999977,24.77750015,24.19000053,24.63750076,283192000
1/11/2016,22.31592941,24.63249969,24.76499939,24.33499908,24.74250031,198957600
1/12/2016,22.63980484,24.98999977,25.17250061,24.70999908,25.13750076,196616800
1/13/2016,22.05773735,24.34749985,25.29750061,24.32500076,25.07999992,249758400
1/14/2016,22.54014969,24.87999916,25.12000084,23.93499947,24.48999977,252680400
1/15/2016,21.99884605,24.28249931,24.42749977,23.84000015,24.04999924,319335600
1/19/2016,21.89240074,24.16500092,24.66250038,23.875,24.60250092,212350800
1/20/2016,21.92183876,24.19750023,24.54750061,23.35499954,23.77499962,289337600
1/21/2016,21.81086731,24.07500076,24.46999931,23.73500061,24.26499939,208646000
1/22/2016,22.97048378,25.35499954,25.36499977,24.59250069,24.65749931,263202000
1/25/2016,22.5220356,24.86000061,25.38249969,24.80249977,25.37999916,207178000
1/26/2016,22.64660454,24.99749947,25.21999931,24.51749992,24.98250008,300308000
1/27/2016,21.15857506,23.35499954,24.15749931,23.33499908,24.01000023,533478800
1/28/2016,21.31031799,23.52249908,23.62999916,23.09749985,23.44750023,222715200
1/29/2016,22.04640388,24.33499908,24.33499908,23.58749962,23.69750023,257666000
2/1/2016,21.84030151,24.10750008,24.17749977,23.85000038,24.11750031,163774000
2/2/2016,21.39865112,23.62000084,24.01000023,23.56999969,23.85499954,149428800
2/3/2016,21.82218361,24.08749962,24.20999908,23.52000046,23.75,183857200
2/4/2016,21.99752808,24.14999962,24.33250046,23.79750061,23.96500015,185886800
2/5/2016,21.41001701,23.50499916,24.22999954,23.42250061,24.12999916,185672400
2/8/2016,21.63545799,23.75250053,23.92499924,23.26000023,23.28249931,216085600
2/9/2016,21.63089943,23.74749947,23.98500061,23.48250008,23.57250023,177324800
2/10/2016,21.46694183,23.56749916,24.08749962,23.52499962,23.97999954,169374400
2/11/2016,21.33714294,23.42499924,23.68000031,23.14749908,23.44750023,200298800
2/12/2016,21.40318298,23.49749947,23.625,23.25250053,23.54750061,161405600
2/16/2016,22.00663567,24.15999985,24.21249962,23.65250015,23.75499916,196231600
2/17/2016,22.34365845,24.53000069,24.55249977,24.03750038,24.16749954,179452800
2/18/2016,21.92010689,24.06500053,24.72249985,24.02249908,24.70999908,156084000
2/19/2016,21.87000275,24.01000023,24.19000053,23.95000076,24,141496800
2/22/2016,22.06128502,24.21999931,24.22500038,23.97999954,24.07749939,137123200
2/23/2016,21.56258583,23.67250061,24.125,23.63750076,24.10000038,127770400
2/24/2016,21.8836689,24.02499962,24.09499931,23.32999992,23.49500084,145022800
2/25/2016,22.03396034,24.19000053,24.19000053,23.8125,24.01250076,110330800
2/26/2016,22.06811714,24.22750092,24.50499916,24.14500046,24.29999924,115964400
2/29/2016,22.01802063,24.17250061,24.55750084,24.16250038,24.21500015,140865200
3/1/2016,22.89246178,25.13249969,25.19249916,24.35499954,24.41250038,201628400
3/2/2016,22.94255638,25.1875,25.22249985,24.90999985,25.12750053,132678400
3/3/2016,23.11334419,25.375,25.42749977,25.11249924,25.14500046,147822800
3/4/2016,23.45720291,25.75250053,25.9375,25.34250069,25.59250069,184220400
3/7/2016,23.19760132,25.46750069,25.70750046,25.23999977,25.59749985,143315600
3/8/2016,23.00630951,25.25749969,25.44000053,25.10000038,25.19499969,126247600
3/9/2016,23.02680588,25.28000069,25.39500046,25.06749916,25.32749939,108806800
3/10/2016,23.03819466,25.29249954,25.55999947,25.03750038,25.35250092,134054400
3/11/2016,23.28640938,25.56500053,25.56999969,25.375,25.55999947,109632800
3/14/2016,23.34561729,25.62999916,25.72750092,25.44499969,25.47750092,100304400
3/15/2016,23.81471443,26.14500046,26.29500008,25.96249962,25.98999977,160270800
3/16/2016,24.13124466,26.49250031,26.57749939,26.14749908,26.15250015,153214000
3/17/2016,24.09252739,26.45000076,26.61750031,26.23999977,26.37999916,137682800
3/18/2016,24.11985397,26.47999954,26.625,26.29750061,26.58499908,176820800
3/21/2016,24.1175766,26.47750092,26.91250038,26.28499985,26.48250008,142010800
3/22/2016,24.30202675,26.68000031,26.82250023,26.30249977,26.3125,129777600
3/23/2016,24.16767311,26.53249931,26.76749992,26.47500038,26.62000084,102814000
3/24/2016,24.06292534,26.41749954,26.5625,26.22249985,26.36750031,104532000
3/28/2016,23.953619,26.29750061,26.54750061,26.26499939,26.5,77645600
3/29/2016,24.52064323,26.92000008,26.94750023,26.21999931,26.22249985,124760400
3/30/2016,24.94874763,27.38999939,27.60499954,27.14999962,27.16250038,182404400
3/31/2016,24.81894684,27.24749947,27.47500038,27.21999931,27.43000031,103553600
4/1/2016,25.04666519,27.49749947,27.5,27.04999924,27.19499969,103496000
4/4/2016,25.30398941,27.78000069,28.04750061,27.56749916,27.60499954,149424800
4/5/2016,25.00567818,27.45249939,27.68250084,27.35499954,27.37750053,106314800
4/6/2016,25.26755524,27.73999977,27.74500084,27.29999924,27.55750084,105616400
4/7/2016,24.71648026,27.13500023,27.60499954,27.03000069,27.48749924,127207600
4/8/2016,24.74380112,27.16500092,27.44249916,27.04249954,27.22750092,94326800
4/11/2016,24.82577896,27.25499916,27.65250015,27.20750046,27.24250031,117630000
4/12/2016,25.1491394,27.61000061,27.625,27.16500092,27.33499908,108929200
4/13/2016,25.51348495,28.01000023,28.08499908,27.70000076,27.70000076,133029200
4/14/2016,25.5271492,28.02499962,28.09749985,27.83250046,27.90500069,101895600
4/15/2016,25.01478767,27.46249962,28.07500076,27.43250084,28.02750015,187756000
4/18/2016,24.47509575,26.87000084,27.23749924,26.73500061,27.22249985,243286000
4/19/2016,24.34529686,26.72750092,27,26.55750084,26.96999931,129539600
